Date,YearMonth,YearMonthNum,Channel,Source,Sessions,ProductViews,AddToCart,Checkout,Purchases,Conv_Session_to_Purchase,Conv_View_to_Cart
2024-10-17,2024-10,202410,Mobile App,Google Ads,858,483,183,116,77,0.0897,0.3789
2024-10-17,2024-10,202410,Mobile App,Facebook Ads,80,41,11,6,5,0.0625,0.2683
2024-10-17,2024-10,202410,Mobile App,Email,97,55,19,10,6,0.0619,0.3455
2024-10-17,2024-10,202410,Marketplace,Organic Search,289,186,63,35,30,0.1038,0.3387
2024-10-17,2024-10,202410,Marketplace,Direct,169,75,23,18,11,0.0651,0.3067
2024-10-17,2024-10,202410,Marketplace,Google Ads,513,236,51,42,32,0.0624,0.2161
2024-10-17,2024-10,202410,Marketplace,Facebook Ads,191,84,28,23,19,0.0995,0.3333
2024-10-17,2024-10,202410,Marketplace,Email,102,45,11,8,4,0.0392,0.2444
2024-10-18,2024-10,202410,Web,Organic Search,727,412,106,73,51,0.0702,0.2573
2024-10-18,2024-10,202410,Web,Direct,157,94,31,25,16,0.1019,0.3298
2024-10-18,2024-10,202410,Web,Google Ads,144,100,36,29,18,0.125,0.36
2024-10-18,2024-10,202410,Web,Facebook Ads,467,320,62,38,28,0.06,0.1938
2024-10-18,2024-10,202410,Web,Email,432,227,56,41,28,0.0648,0.2467
2024-10-18,2024-10,202410,Mobile App,Organic Search,613,351,107,60,37,0.0604,0.3048
2024-10-18,2024-10,202410,Mobile App,Direct,417,176,66,46,31,0.0743,0.375
2024-10-18,2024-10,202410,Mobile App,Google Ads,421,216,77,61,45,0.1069,0.3565
2024-10-18,2024-10,202410,Mobile App,Facebook Ads,550,371,144,85,53,0.0964,0.3881
2024-10-18,2024-10,202410,Mobile App,Email,452,272,78,45,36,0.0796,0.2868
2024-10-18,2024-10,202410,Marketplace,Organic Search,322,167,46,34,23,0.0714,0.2754
2024-10-18,2024-10,202410,Marketplace,Direct,30,20,4,2,1,0.0333,0.2
2024-10-18,2024-10,202410,Marketplace,Google Ads,540,196,38,26,18,0.0333,0.1939
2024-10-18,2024-10,202410,Marketplace,Facebook Ads,412,146,42,25,15,0.0364,0.2877
2024-10-18,2024-10,202410,Marketplace,Email,95,34,7,4,3,0.0316,0.2059
2024-10-19,2024-10,202410,Web,Organic Search,499,271,65,50,32,0.0641,0.2399
2024-10-19,2024-10,202410,Web,Direct,722,434,134,107,72,0.0997,0.3088
2024-10-19,2024-10,202410,Web,Google Ads,571,262,49,29,19,0.0333,0.187
2024-10-19,2024-10,202410,Web,Facebook Ads,286,162,33,25,17,0.0594,0.2037
2024-10-19,2024-10,202410,Web,Email,287,155,39,23,18,0.0627,0.2516
2024-10-19,2024-10,202410,Mobile App,Organic Search,311,160,56,37,29,0.0932,0.35
2024-10-19,2024-10,202410,Mobile App,Direct,352,127,47,31,25,0.071,0.3701
2024-10-19,2024-10,202410,Mobile App,Google Ads,535,221,64,46,40,0.0748,0.2896
2024-10-19,2024-10,202410,Mobile App,Facebook Ads,91,59,15,12,9,0.0989,0.2542
2024-10-19,2024-10,202410,Mobile App,Email,304,210,82,51,44,0.1447,0.3905
2024-10-19,2024-10,202410,Marketplace,Organic Search,430,189,41,27,17,0.0395,0.2169
2024-10-19,2024-10,202410,Marketplace,Direct,110,72,24,15,13,0.1182,0.3333
2024-10-19,2024-10,202410,Marketplace,Google Ads,195,110,29,17,14,0.0718,0.2636
2024-10-19,2024-10,202410,Marketplace,Facebook Ads,238,98,25,20,13,0.0546,0.2551
2024-10-19,2024-10,202410,Marketplace,Email,193,94,30,24,14,0.0725,0.3191
2024-10-20,2024-10,202410,Web,Organic Search,280,158,38,31,22,0.0786,0.2405
2024-10-20,2024-10,202410,Web,Direct,401,217,72,48,30,0.0748,0.3318
2024-10-20,2024-10,202410,Web,Google Ads,282,156,33,20,14,0.0496,0.2115
2024-10-20,2024-10,202410,Web,Facebook Ads,476,224,65,51,41,0.0861,0.2902
2024-10-20,2024-10,202410,Web,Email,177,64,12,7,5,0.0282,0.1875
2024-10-20,2024-10,202410,Mobile App,Organic Search,147,94,19,11,9,0.0612,0.2021
2024-10-20,2024-10,202410,Mobile App,Direct,320,206,58,48,34,0.1062,0.2816
2024-10-20,2024-10,202410,Mobile App,Google Ads,605,262,71,40,26,0.043,0.271
2024-10-20,2024-10,202410,Mobile App,Facebook Ads,670,388,123,95,81,0.1209,0.317
2024-10-20,2024-10,202410,Mobile App,Email,247,111,31,23,17,0.0688,0.2793
2024-10-20,2024-10,202410,Marketplace,Organic Search,245,99,37,30,25,0.102,0.3737
2024-10-20,2024-10,202410,Marketplace,Direct,441,159,41,24,20,0.0454,0.2579
2024-10-20,2024-10,202410,Marketplace,Google Ads,375,258,52,43,28,0.0747,0.2016
2024-10-20,2024-10,202410,Marketplace,Facebook Ads,285,190,57,40,31,0.1088,0.3
2024-10-20,2024-10,202410,Marketplace,Email,162,112,25,14,9,0.0556,0.2232
2024-10-21,2024-10,202410,Web,Organic Search,644,264,75,48,36,0.0559,0.2841
2024-10-21,2024-10,202410,Web,Direct,550,269,59,36,26,0.0473,0.2193
2024-10-21,2024-10,202410,Web,Google Ads,621,405,106,79,64,0.1031,0.2617
2024-10-21,2024-10,202410,Web,Facebook Ads,742,374,129,80,56,0.0755,0.3449
2024-10-21,2024-10,202410,Web,Email,33,12,3,2,1,0.0303,0.25
2024-10-21,2024-10,202410,Mobile App,Organic Search,87,53,15,9,6,0.069,0.283
2024-10-21,2024-10,202410,Mobile App,Direct,700,471,126,99,86,0.1229,0.2675
2024-10-21,2024-10,202410,Mobile App,Google Ads,336,120,27,16,13,0.0387,0.225
2024-10-21,2024-10,202410,Mobile App,Facebook Ads,425,208,39,31,25,0.0588,0.1875
2024-10-21,2024-10,202410,Mobile App,Email,95,52,17,11,7,0.0737,0.3269
2024-10-21,2024-10,202410,Marketplace,Organic Search,390,158,49,40,24,0.0615,0.3101
2024-10-21,2024-10,202410,Marketplace,Direct,136,68,25,18,12,0.0882,0.3676
2024-10-21,2024-10,202410,Marketplace,Google Ads,347,136,40,26,19,0.0548,0.2941
2024-10-21,2024-10,202410,Marketplace,Facebook Ads,274,119,24,18,14,0.0511,0.2017
2024-10-21,2024-10,202410,Marketplace,Email,107,37,10,7,5,0.0467,0.2703
2024-10-22,2024-10,202410,Web,Organic Search,581,247,53,39,27,0.0465,0.2146
2024-10-22,2024-10,202410,Web,Direct,121,74,22,13,8,0.0661,0.2973
2024-10-22,2024-10,202410,Web,Google Ads,684,329,89,57,48,0.0702,0.2705
2024-10-22,2024-10,202410,Web,Facebook Ads,561,250,87,66,44,0.0784,0.348
2024-10-22,2024-10,202410,Web,Email,385,264,61,51,43,0.1117,0.2311
2024-10-22,2024-10,202410,Mobile App,Organic Search,700,381,135,81,55,0.0786,0.3543
2024-10-22,2024-10,202410,Mobile App,Direct,207,117,28,20,17,0.0821,0.2393
2024-10-22,2024-10,202410,Mobile App,Google Ads,293,147,28,15,11,0.0375,0.1905
2024-10-22,2024-10,202410,Mobile App,Facebook Ads,769,414,122,71,49,0.0637,0.2947
2024-10-22,2024-10,202410,Mobile App,Email,203,101,24,13,10,0.0493,0.2376
2024-10-22,2024-10,202410,Marketplace,Organic Search,96,45,13,10,6,0.0625,0.2889
2024-10-22,2024-10,202410,Marketplace,Direct,225,126,37,25,16,0.0711,0.2937
2024-10-22,2024-10,202410,Marketplace,Google Ads,300,126,42,28,22,0.0733,0.3333
2024-10-22,2024-10,202410,Marketplace,Facebook Ads,392,257,66,55,41,0.1046,0.2568
2024-10-22,2024-10,202410,Marketplace,Email,182,122,23,17,13,0.0714,0.1885
2024-10-23,2024-10,202410,Web,Organic Search,527,237,79,65,47,0.0892,0.3333
2024-10-23,2024-10,202410,Web,Direct,223,125,37,24,16,0.0717,0.296
2024-10-23,2024-10,202410,Web,Google Ads,602,229,82,47,39,0.0648,0.3581
2024-10-23,2024-10,202410,Web,Facebook Ads,587,319,80,51,41,0.0698,0.2508
2024-10-23,2024-10,202410,Web,Email,142,57,10,7,4,0.0282,0.1754
2024-10-23,2024-10,202410,Mobile App,Organic Search,344,215,56,31,24,0.0698,0.2605
2024-10-23,2024-10,202410,Mobile App,Direct,246,170,57,35,23,0.0935,0.3353
2024-10-23,2024-10,202410,Mobile App,Google Ads,605,387,111,90,58,0.0959,0.2868
2024-10-23,2024-10,202410,Mobile App,Facebook Ads,623,279,54,37,26,0.0417,0.1935
2024-10-23,2024-10,202410,Mobile App,Email,223,146,43,31,27,0.1211,0.2945
2024-10-23,2024-10,202410,Marketplace,Organic Search,274,112,42,23,20,0.073,0.375
2024-10-23,2024-10,202410,Marketplace,Direct,391,206,47,36,24,0.0614,0.2282
2024-10-23,2024-10,202410,Marketplace,Google Ads,205,81,19,13,11,0.0537,0.2346
2024-10-23,2024-10,202410,Marketplace,Facebook Ads,69,26,9,5,3,0.0435,0.3462
2024-10-23,2024-10,202410,Marketplace,Email,18,10,1,0,0,0.0,0.1
2024-10-24,2024-10,202410,Web,Organic Search,210,141,28,16,14,0.0667,0.1986
2024-10-24,2024-10,202410,Web,Direct,673,291,101,85,69,0.1025,0.3471
2024-10-24,2024-10,202410,Web,Google Ads,72,33,9,6,4,0.0556,0.2727
2024-10-24,2024-10,202410,Web,Facebook Ads,454,191,39,26,16,0.0352,0.2042
2024-10-24,2024-10,202410,Web,Email,133,51,13,9,6,0.0451,0.2549
2024-10-24,2024-10,202410,Mobile App,Organic Search,504,316,117,90,80,0.1587,0.3703
2024-10-24,2024-10,202410,Mobile App,Direct,260,137,25,16,12,0.0462,0.1825
2024-10-24,2024-10,202410,Mobile App,Google Ads,821,499,164,117,102,0.1242,0.3287
2024-10-24,2024-10,202410,Mobile App,Facebook Ads,762,367,122,95,63,0.0827,0.3324
2024-10-24,2024-10,202410,Mobile App,Email,479,178,32,23,16,0.0334,0.1798
2024-10-24,2024-10,202410,Marketplace,Organic Search,467,292,60,38,27,0.0578,0.2055
2024-10-24,2024-10,202410,Marketplace,Direct,313,128,23,14,8,0.0256,0.1797
2024-10-24,2024-10,202410,Marketplace,Google Ads,388,198,38,24,16,0.0412,0.1919
2024-10-24,2024-10,202410,Marketplace,Facebook Ads,213,93,18,13,8,0.0376,0.1935
2024-10-24,2024-10,202410,Marketplace,Email,23,14,4,3,2,0.087,0.2857
2024-10-25,2024-10,202410,Web,Organic Search,247,102,30,18,10,0.0405,0.2941
2024-10-25,2024-10,202410,Web,Direct,728,496,122,101,65,0.0893,0.246
2024-10-25,2024-10,202410,Web,Google Ads,409,254,73,55,36,0.088,0.2874
2024-10-25,2024-10,202410,Web,Facebook Ads,386,253,53,42,34,0.0881,0.2095
2024-10-25,2024-10,202410,Web,Email,206,119,44,36,22,0.1068,0.3697
2024-10-25,2024-10,202410,Mobile App,Organic Search,90,36,12,9,6,0.0667,0.3333
2024-10-25,2024-10,202410,Mobile App,Direct,287,162,61,41,33,0.115,0.3765
2024-10-25,2024-10,202410,Mobile App,Google Ads,264,176,59,38,23,0.0871,0.3352
2024-10-25,2024-10,202410,Mobile App,Facebook Ads,82,40,11,7,4,0.0488,0.275
2024-10-25,2024-10,202410,Mobile App,Email,110,69,21,12,9,0.0818,0.3043
2024-10-25,2024-10,202410,Marketplace,Organic Search,439,205,47,27,16,0.0364,0.2293
2024-10-25,2024-10,202410,Marketplace,Direct,338,188,40,22,16,0.0473,0.2128
2024-10-25,2024-10,202410,Marketplace,Google Ads,565,249,47,32,22,0.0389,0.1888
2024-10-25,2024-10,202410,Marketplace,Facebook Ads,524,261,54,31,26,0.0496,0.2069
2024-10-25,2024-10,202410,Marketplace,Email,68,29,5,3,1,0.0147,0.1724
2024-10-26,2024-10,202410,Web,Organic Search,672,452,95,72,58,0.0863,0.2102
2024-10-26,2024-10,202410,Web,Direct,188,120,23,15,11,0.0585,0.1917
2024-10-26,2024-10,202410,Web,Google Ads,582,273,68,43,30,0.0515,0.2491
2024-10-26,2024-10,202410,Web,Facebook Ads,423,265,71,57,37,0.0875,0.2679
2024-10-26,2024-10,202410,Web,Email,261,179,54,39,26,0.0996,0.3017
2024-10-26,2024-10,202410,Mobile App,Organic Search,440,307,68,55,44,0.1,0.2215
2024-10-26,2024-10,202410,Mobile App,Direct,642,340,77,49,35,0.0545,0.2265
2024-10-26,2024-10,202410,Mobile App,Google Ads,81,50,10,6,4,0.0494,0.2
2024-10-26,2024-10,202410,Mobile App,Facebook Ads,252,158,52,39,25,0.0992,0.3291
2024-10-26,2024-10,202410,Mobile App,Email,256,149,29,18,14,0.0547,0.1946
2024-10-26,2024-10,202410,Marketplace,Organic Search,161,63,11,6,4,0.0248,0.1746
2024-10-26,2024-10,202410,Marketplace,Direct,306,137,25,14,12,0.0392,0.1825
2024-10-26,2024-10,202410,Marketplace,Google Ads,276,111,26,14,11,0.0399,0.2342
2024-10-26,2024-10,202410,Marketplace,Facebook Ads,510,312,98,58,50,0.098,0.3141
2024-10-26,2024-10,202410,Marketplace,Email,57,22,6,3,2,0.0351,0.2727
2024-10-27,2024-10,202410,Web,Organic Search,579,380,115,68,59,0.1019,0.3026
2024-10-27,2024-10,202410,Web,Direct,250,154,51,41,29,0.116,0.3312
2024-10-27,2024-10,202410,Web,Google Ads,843,474,142,108,77,0.0913,0.2996
2024-10-27,2024-10,202410,Web,Facebook Ads,469,263,104,83,54,0.1151,0.3954
2024-10-27,2024-10,202410,Web,Email,536,233,82,53,47,0.0877,0.3519
2024-10-27,2024-10,202410,Mobile App,Organic Search,73,30,7,4,2,0.0274,0.2333
2024-10-27,2024-10,202410,Mobile App,Direct,335,190,34,23,18,0.0537,0.1789
2024-10-27,2024-10,202410,Mobile App,Google Ads,185,119,40,29,21,0.1135,0.3361
2024-10-27,2024-10,202410,Mobile App,Facebook Ads,303,206,53,44,38,0.1254,0.2573
2024-10-27,2024-10,202410,Mobile App,Email,355,166,44,33,26,0.0732,0.2651
2024-10-27,2024-10,202410,Marketplace,Organic Search,268,122,46,38,32,0.1194,0.377
2024-10-27,2024-10,202410,Marketplace,Direct,143,67,12,6,5,0.035,0.1791
2024-10-27,2024-10,202410,Marketplace,Google Ads,353,181,32,24,19,0.0538,0.1768
2024-10-27,2024-10,202410,Marketplace,Facebook Ads,44,28,6,3,2,0.0455,0.2143
2024-10-27,2024-10,202410,Marketplace,Email,60,32,11,6,4,0.0667,0.3438
2024-10-28,2024-10,202410,Web,Organic Search,122,70,25,14,11,0.0902,0.3571
2024-10-28,2024-10,202410,Web,Direct,346,157,31,21,15,0.0434,0.1975
2024-10-28,2024-10,202410,Web,Google Ads,466,290,67,52,33,0.0708,0.231
2024-10-28,2024-10,202410,Web,Facebook Ads,441,268,97,61,49,0.1111,0.3619
2024-10-28,2024-10,202410,Web,Email,207,122,31,21,16,0.0773,0.2541
2024-10-28,2024-10,202410,Mobile App,Organic Search,115,42,8,4,2,0.0174,0.1905
2024-10-28,2024-10,202410,Mobile App,Direct,667,425,83,58,51,0.0765,0.1953
2024-10-28,2024-10,202410,Mobile App,Google Ads,443,306,73,49,38,0.0858,0.2386
2024-10-28,2024-10,202410,Mobile App,Facebook Ads,517,241,85,61,52,0.1006,0.3527
2024-10-28,2024-10,202410,Mobile App,Email,252,110,24,13,10,0.0397,0.2182
2024-10-28,2024-10,202410,Marketplace,Organic Search,226,146,36,22,17,0.0752,0.2466
2024-10-28,2024-10,202410,Marketplace,Direct,91,35,10,6,4,0.044,0.2857
2024-10-28,2024-10,202410,Marketplace,Google Ads,138,87,19,13,8,0.058,0.2184
2024-10-28,2024-10,202410,Marketplace,Facebook Ads,335,163,65,39,26,0.0776,0.3988
2024-10-28,2024-10,202410,Marketplace,Email,160,73,16,11,8,0.05,0.2192
2024-10-29,2024-10,202410,Web,Organic Search,203,124,27,20,12,0.0591,0.2177
2024-10-29,2024-10,202410,Web,Direct,336,216,79,50,37,0.1101,0.3657
2024-10-29,2024-10,202410,Web,Google Ads,145,51,18,14,10,0.069,0.3529
2024-10-29,2024-10,202410,Web,Facebook Ads,812,309,66,44,29,0.0357,0.2136
2024-10-29,2024-10,202410,Web,Email,208,79,31,21,13,0.0625,0.3924
2024-10-29,2024-10,202410,Mobile App,Organic Search,111,44,12,8,6,0.0541,0.2727
2024-10-29,2024-10,202410,Mobile App,Direct,56,32,7,5,4,0.0714,0.2188
2024-10-29,2024-10,202410,Mobile App,Google Ads,496,197,46,31,20,0.0403,0.2335
2024-10-29,2024-10,202410,Mobile App,Facebook Ads,108,66,18,14,10,0.0926,0.2727
2024-10-29,2024-10,202410,Mobile App,Email,303,180,55,41,33,0.1089,0.3056
2024-10-29,2024-10,202410,Marketplace,Organic Search,85,42,9,6,5,0.0588,0.2143
2024-10-29,2024-10,202410,Marketplace,Direct,63,27,10,8,5,0.0794,0.3704
2024-10-29,2024-10,202410,Marketplace,Google Ads,346,130,29,18,13,0.0376,0.2231
2024-10-29,2024-10,202410,Marketplace,Facebook Ads,387,186,62,46,38,0.0982,0.3333
2024-10-29,2024-10,202410,Marketplace,Email,54,29,7,4,3,0.0556,0.2414
2024-10-30,2024-10,202410,Web,Organic Search,375,150,47,39,33,0.088,0.3133
2024-10-30,2024-10,202410,Web,Direct,162,79,22,13,9,0.0556,0.2785
2024-10-30,2024-10,202410,Web,Google Ads,450,301,103,71,54,0.12,0.3422
2024-10-30,2024-10,202410,Web,Facebook Ads,808,330,109,65,58,0.0718,0.3303
2024-10-30,2024-10,202410,Web,Email,252,145,26,21,13,0.0516,0.1793
2024-10-30,2024-10,202410,Mobile App,Organic Search,88,51,17,12,8,0.0909,0.3333
2024-10-30,2024-10,202410,Mobile App,Direct,522,282,74,53,42,0.0805,0.2624
2024-10-30,2024-10,202410,Mobile App,Google Ads,36,13,4,2,1,0.0278,0.3077
2024-10-30,2024-10,202410,Mobile App,Facebook Ads,335,196,70,50,38,0.1134,0.3571
2024-10-30,2024-10,202410,Mobile App,Email,192,98,38,21,16,0.0833,0.3878
2024-10-30,2024-10,202410,Marketplace,Organic Search,295,114,36,29,25,0.0847,0.3158
2024-10-30,2024-10,202410,Marketplace,Direct,309,195,49,34,23,0.0744,0.2513
2024-10-30,2024-10,202410,Marketplace,Google Ads,175,118,33,22,17,0.0971,0.2797
2024-10-30,2024-10,202410,Marketplace,Facebook Ads,469,297,70,59,43,0.0917,0.2357
2024-10-30,2024-10,202410,Marketplace,Email,333,194,49,38,29,0.0871,0.2526
2024-10-31,2024-10,202410,Web,Organic Search,573,371,145,94,70,0.1222,0.3908
2024-10-31,2024-10,202410,Web,Direct,679,468,85,71,52,0.0766,0.1816
2024-10-31,2024-10,202410,Web,Google Ads,360,204,44,24,18,0.05,0.2157
2024-10-31,2024-10,202410,Web,Facebook Ads,49,33,13,9,7,0.1429,0.3939
2024-10-31,2024-10,202410,Web,Email,553,289,59,47,33,0.0597,0.2042
2024-10-31,2024-10,202410,Mobile App,Organic Search,169,115,42,35,26,0.1538,0.3652
2024-10-31,2024-10,202410,Mobile App,Direct,611,324,97,81,67,0.1097,0.2994
2024-10-31,2024-10,202410,Mobile App,Google Ads,76,52,20,12,10,0.1316,0.3846
2024-10-31,2024-10,202410,Mobile App,Facebook Ads,543,219,62,44,35,0.0645,0.2831
2024-10-31,2024-10,202410,Mobile App,Email,434,177,40,28,19,0.0438,0.226
2024-10-31,2024-10,202410,Marketplace,Organic Search,390,189,43,27,23,0.059,0.2275
2024-10-31,2024-10,202410,Marketplace,Direct,46,24,8,6,4,0.087,0.3333
2024-10-31,2024-10,202410,Marketplace,Google Ads,66,32,6,4,3,0.0455,0.1875
2024-10-31,2024-10,202410,Marketplace,Facebook Ads,371,156,51,39,30,0.0809,0.3269
2024-10-31,2024-10,202410,Marketplace,Email,200,110,38,23,17,0.085,0.3455
2024-11-01,2024-11,202411,Web,Organic Search,668,397,82,67,43,0.0644,0.2065
2024-11-01,2024-11,202411,Web,Direct,528,296,96,66,42,0.0795,0.3243
2024-11-01,2024-11,202411,Web,Google Ads,86,37,9,6,4,0.0465,0.2432
2024-11-01,2024-11,202411,Web,Facebook Ads,739,389,125,84,69,0.0934,0.3213
2024-11-01,2024-11,202411,Web,Email,111,76,19,15,9,0.0811,0.25
2024-11-01,2024-11,202411,Mobile App,Organic Search,520,239,45,37,26,0.05,0.1883
2024-11-01,2024-11,202411,Mobile App,Direct,661,289,84,53,47,0.0711,0.2907
2024-11-01,2024-11,202411,Mobile App,Google Ads,139,67,19,15,11,0.0791,0.2836
2024-11-01,2024-11,202411,Mobile App,Facebook Ads,691,470,130,104,85,0.123,0.2766
2024-11-01,2024-11,202411,Mobile App,Email,141,53,16,9,6,0.0426,0.3019
2024-11-01,2024-11,202411,Marketplace,Organic Search,408,246,62,41,26,0.0637,0.252
2024-11-01,2024-11,202411,Marketplace,Direct,178,95,23,18,14,0.0787,0.2421
2024-11-01,2024-11,202411,Marketplace,Google Ads,185,103,20,16,9,0.0486,0.1942
2024-11-01,2024-11,202411,Marketplace,Facebook Ads,457,235,68,45,36,0.0788,0.2894
2024-11-01,2024-11,202411,Marketplace,Email,109,51,13,9,6,0.055,0.2549
2024-11-02,2024-11,202411,Web,Organic Search,200,104,20,11,8,0.04,0.1923
2024-11-02,2024-11,202411,Web,Direct,134,67,16,10,8,0.0597,0.2388
2024-11-02,2024-11,202411,Web,Google Ads,334,124,36,29,20,0.0599,0.2903
2024-11-02,2024-11,202411,Web,Facebook Ads,489,250,82,45,27,0.0552,0.328
2024-11-02,2024-11,202411,Web,Email,372,130,47,29,19,0.0511,0.3615
2024-11-02,2024-11,202411,Mobile App,Organic Search,410,242,66,49,34,0.0829,0.2727
2024-11-02,2024-11,202411,Mobile App,Direct,250,92,20,15,11,0.044,0.2174
2024-11-02,2024-11,202411,Mobile App,Google Ads,366,137,43,34,21,0.0574,0.3139
2024-11-02,2024-11,202411,Mobile App,Facebook Ads,280,136,37,22,13,0.0464,0.2721
2024-11-02,2024-11,202411,Mobile App,Email,30,14,5,3,2,0.0667,0.3571
2024-11-02,2024-11,202411,Marketplace,Organic Search,261,128,32,26,17,0.0651,0.25
2024-11-02,2024-11,202411,Marketplace,Direct,83,38,13,9,7,0.0843,0.3421
2024-11-02,2024-11,202411,Marketplace,Google Ads,331,188,74,58,47,0.142,0.3936
2024-11-02,2024-11,202411,Marketplace,Facebook Ads,362,169,46,36,30,0.0829,0.2722
2024-11-02,2024-11,202411,Marketplace,Email,196,103,19,15,11,0.0561,0.1845
2024-11-03,2024-11,202411,Web,Organic Search,796,439,148,93,78,0.098,0.3371
2024-11-03,2024-11,202411,Web,Direct,245,95,18,12,10,0.0408,0.1895
2024-11-03,2024-11,202411,Web,Google Ads,340,197,62,35,28,0.0824,0.3147
2024-11-03,2024-11,202411,Web,Facebook Ads,415,239,83,62,42,0.1012,0.3473
2024-11-03,2024-11,202411,Web,Email,371,200,49,32,23,0.062,0.245
2024-11-03,2024-11,202411,Mobile App,Organic Search,678,375,116,95,59,0.087,0.3093
2024-11-03,2024-11,202411,Mobile App,Direct,58,29,6,3,1,0.0172,0.2069
2024-11-03,2024-11,202411,Mobile App,Google Ads,408,171,46,38,28,0.0686,0.269
2024-11-03,2024-11,202411,Mobile App,Facebook Ads,309,109,21,13,10,0.0324,0.1927
2024-11-03,2024-11,202411,Mobile App,Email,388,245,45,35,29,0.0747,0.1837
2024-11-03,2024-11,202411,Marketplace,Organic Search,30,16,5,3,2,0.0667,0.3125
2024-11-03,2024-11,202411,Marketplace,Direct,327,135,47,37,23,0.0703,0.3481
2024-11-03,2024-11,202411,Marketplace,Google Ads,516,282,52,29,18,0.0349,0.1844
2024-11-03,2024-11,202411,Marketplace,Facebook Ads,126,67,13,7,5,0.0397,0.194
2024-11-03,2024-11,202411,Marketplace,Email,293,181,41,28,19,0.0648,0.2265
2024-11-04,2024-11,202411,Web,Organic Search,703,490,120,76,58,0.0825,0.2449
2024-11-04,2024-11,202411,Web,Direct,788,461,176,121,91,0.1155,0.3818
2024-11-04,2024-11,202411,Web,Google Ads,410,172,36,28,23,0.0561,0.2093
2024-11-04,2024-11,202411,Web,Facebook Ads,125,44,11,7,4,0.032,0.25
2024-11-04,2024-11,202411,Web,Email,159,74,28,18,11,0.0692,0.3784
2024-11-04,2024-11,202411,Mobile App,Organic Search,376,186,55,45,32,0.0851,0.2957
2024-11-04,2024-11,202411,Mobile App,Direct,692,265,64,39,33,0.0477,0.2415
2024-11-04,2024-11,202411,Mobile App,Google Ads,54,30,6,4,2,0.037,0.2
2024-11-04,2024-11,202411,Mobile App,Facebook Ads,208,107,31,21,15,0.0721,0.2897
2024-11-04,2024-11,202411,Mobile App,Email,162,68,23,18,12,0.0741,0.3382
2024-11-04,2024-11,202411,Marketplace,Organic Search,249,154,59,34,27,0.1084,0.3831
2024-11-04,2024-11,202411,Marketplace,Direct,370,194,57,47,40,0.1081,0.2938
2024-11-04,2024-11,202411,Marketplace,Google Ads,552,318,68,37,31,0.0562,0.2138
2024-11-04,2024-11,202411,Marketplace,Facebook Ads,396,241,81,52,33,0.0833,0.3361
2024-11-04,2024-11,202411,Marketplace,Email,262,103,20,13,10,0.0382,0.1942
2024-11-05,2024-11,202411,Web,Organic Search,74,44,17,13,9,0.1216,0.3864
2024-11-05,2024-11,202411,Web,Direct,434,159,47,30,20,0.0461,0.2956
2024-11-05,2024-11,202411,Web,Google Ads,406,251,88,63,53,0.1305,0.3506
2024-11-05,2024-11,202411,Web,Facebook Ads,746,323,59,39,33,0.0442,0.1827
2024-11-05,2024-11,202411,Web,Email,313,118,28,17,12,0.0383,0.2373
2024-11-05,2024-11,202411,Mobile App,Organic Search,251,115,29,22,16,0.0637,0.2522
2024-11-05,2024-11,202411,Mobile App,Direct,117,59,13,10,8,0.0684,0.2203
2024-11-05,2024-11,202411,Mobile App,Google Ads,79,46,12,8,6,0.0759,0.2609
2024-11-05,2024-11,202411,Mobile App,Facebook Ads,616,283,110,87,64,0.1039,0.3887
2024-11-05,2024-11,202411,Mobile App,Email,483,170,41,26,16,0.0331,0.2412
2024-11-05,2024-11,202411,Marketplace,Organic Search,378,237,77,44,28,0.0741,0.3249
2024-11-05,2024-11,202411,Marketplace,Direct,258,157,49,27,17,0.0659,0.3121
2024-11-05,2024-11,202411,Marketplace,Google Ads,430,284,58,32,28,0.0651,0.2042
2024-11-05,2024-11,202411,Marketplace,Facebook Ads,356,197,69,39,31,0.0871,0.3503
2024-11-05,2024-11,202411,Marketplace,Email,68,40,14,11,9,0.1324,0.35
2024-11-06,2024-11,202411,Web,Organic Search,687,382,115,70,52,0.0757,0.301
2024-11-06,2024-11,202411,Web,Direct,784,313,57,32,25,0.0319,0.1821
2024-11-06,2024-11,202411,Web,Google Ads,518,224,51,35,28,0.0541,0.2277
2024-11-06,2024-11,202411,Web,Facebook Ads,226,109,35,27,16,0.0708,0.3211
2024-11-06,2024-11,202411,Web,Email,529,233,77,50,32,0.0605,0.3305
2024-11-06,2024-11,202411,Mobile App,Organic Search,306,122,37,23,15,0.049,0.3033
2024-11-06,2024-11,202411,Mobile App,Direct,715,369,135,96,84,0.1175,0.3659
2024-11-06,2024-11,202411,Mobile App,Google Ads,690,258,85,64,56,0.0812,0.3295
2024-11-06,2024-11,202411,Mobile App,Facebook Ads,547,201,40,33,26,0.0475,0.199
2024-11-06,2024-11,202411,Mobile App,Email,312,203,80,53,47,0.1506,0.3941
2024-11-06,2024-11,202411,Marketplace,Organic Search,417,150,47,35,26,0.0624,0.3133
2024-11-06,2024-11,202411,Marketplace,Direct,106,43,15,8,6,0.0566,0.3488
2024-11-06,2024-11,202411,Marketplace,Google Ads,247,125,38,27,16,0.0648,0.304
2024-11-06,2024-11,202411,Marketplace,Facebook Ads,24,15,3,2,1,0.0417,0.2
2024-11-06,2024-11,202411,Marketplace,Email,263,93,20,16,9,0.0342,0.2151
