OrderID,OrderDate,ShipDate,YearMonth,YearMonthNum,Country,Region,City,Channel,Source,Campaign,Device,PaymentMethod,Fulfillment,Category,SubCategory,Product,CustomerID,Quantity,UnitPrice,Discount,GrossSales,NetSales,COGS,ShippingFee,Profit,NetProfit,Returned,ReturnQty,ReturnAmount
ECM-20241106-01344,2024-11-06,2024-11-09,2024-11,202411,Pakistan,North,Faisalabad,Web,Google Ads,Back to School,Mobile,Credit Card,Own Warehouse,Fashion,T-Shirts,Logo Tee,CUST-1248,3,16.03,0.05,48.09,45.69,28.85,1.49,15.35,15.35,No,0,0.0
ECM-20240601-01345,2024-06-01,2024-06-02,2024-06,202406,United Arab Emirates,UAE,Dubai,Web,Organic Search,Back to School,Mobile,Credit Card,3PL Courier A,Fashion,Jeans,Denim Regular,CUST-253,4,117.67,0.0,470.68,470.68,282.41,6.05,182.22,182.22,No,0,0.0
ECM-20250312-01346,2025-03-12,2025-03-18,2025-03,202503,Pakistan,West,Karachi,Mobile App,Organic Search,Summer Mega,Mobile,Debit Card,3PL Courier A,Home & Kitchen,Blender,BlendPro 900,CUST-1421,2,40.28,0.0,80.56,80.56,56.39,2.09,22.08,22.08,No,0,0.0
ECM-20240725-01347,2024-07-25,2024-07-29,2024-07,202407,Saudi Arabia,KSA,Jeddah,Web,Facebook Ads,Spring Sale,Desktop,COD,3PL Courier B,Electronics,Smartwatch,ActiveBand X,CUST-979,1,132.55,0.0,132.55,132.55,108.69,0.32,23.54,23.54,No,0,0.0
ECM-20240927-01348,2024-09-27,2024-09-28,2024-09,202409,Pakistan,West,Multan,Web,Google Ads,Summer Mega,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Blender,KitchenPulse 2,CUST-172,1,269.16,0.05,269.16,255.7,188.41,11.75,55.54,55.54,No,0,0.0
ECM-20250503-01349,2025-05-03,2025-05-04,2025-05,202505,United Arab Emirates,UAE,Dubai,Web,Facebook Ads,New Arrivals,Mobile,Credit Card,3PL Courier A,Fashion,Sneakers,CourtPro,CUST-1343,4,37.21,0.1,148.84,133.96,89.3,5.91,38.75,38.75,No,0,0.0
ECM-20250804-01350,2025-08-04,2025-08-08,2025-08,202508,Pakistan,South,Karachi,Marketplace,Organic Search,New Arrivals,Mobile,COD,Own Warehouse,Books,Comics,CityGuard,CUST-1448,2,15.8,0.0,31.6,31.6,20.54,1.39,9.67,9.67,No,0,0.0
ECM-20241013-01351,2024-10-13,2024-10-16,2024-10,202410,United States,USA,Austin,Web,Google Ads,Summer Mega,Mobile,Credit Card,3PL Courier B,Home & Kitchen,Vacuum,RoboVac Mini,CUST-836,1,117.42,0.05,117.42,11.16,82.19,0.3,29.06,-21.14,Yes,1,100.39
ECM-20241016-01352,2024-10-16,2024-10-22,2024-10,202410,United Kingdom,UK,Birmingham,Marketplace,Organic Search,New Arrivals,Mobile,COD,Own Warehouse,Fashion,Sneakers,StreetFlex,CUST-1040,1,15.63,0.0,15.63,15.63,9.38,1.45,4.8,4.8,No,0,0.0
ECM-20250306-01353,2025-03-06,2025-03-11,2025-03,202503,Saudi Arabia,KSA,Jeddah,Mobile App,Organic Search,Ramadan Offer,Desktop,Credit Card,3PL Courier A,Fashion,Sneakers,RunnerOne,CUST-240,1,77.85,0.2,77.85,62.28,46.71,1.35,14.22,14.22,No,0,0.0
ECM-20240710-01354,2024-07-10,2024-07-13,2024-07,202407,Saudi Arabia,KSA,Jeddah,Web,Organic Search,Back to School,Mobile,Debit Card,3PL Courier B,Books,Fiction,Echoes,CUST-1218,1,39.35,0.2,39.35,31.48,25.58,2.08,3.82,3.82,No,0,0.0
ECM-20240904-01355,2024-09-04,2024-09-05,2024-09,202409,United Arab Emirates,UAE,Sharjah,Mobile App,Facebook Ads,Ramadan Offer,Mobile,COD,3PL Courier A,Electronics,Headphones,QuietTime 500,CUST-41,4,286.56,0.15,1146.24,974.3,939.92,13.74,20.64,20.64,No,0,0.0
ECM-20250617-01356,2025-06-17,2025-06-19,2025-06,202506,Pakistan,South,Hyderabad,Mobile App,Organic Search,Spring Sale,Mobile,COD,3PL Courier B,Beauty,Fragrance,Citrus Bloom,CUST-1067,1,136.27,0.0,136.27,136.27,74.95,4.6,56.72,56.72,No,0,0.0
ECM-20250614-01357,2025-06-14,2025-06-19,2025-06,202506,Pakistan,East,Hyderabad,Mobile App,Email,Clearance,Desktop,COD,3PL Courier A,Home & Kitchen,Blender,SmoothieGo,CUST-29,1,376.13,0.15,376.13,319.71,263.29,3.41,53.01,53.01,No,0,0.0
ECM-20240216-01358,2024-02-16,2024-02-17,2024-02,202402,Pakistan,North,Peshawar,Web,Google Ads,Ramadan Offer,Mobile,Credit Card,3PL Courier B,Fashion,Jeans,Denim Regular,CUST-347,1,117.55,0.05,117.55,111.67,70.53,0.22,40.92,40.92,No,0,0.0
ECM-20240220-01359,2024-02-20,2024-02-23,2024-02,202402,United Arab Emirates,UAE,Abu Dhabi,Marketplace,Direct,Back to School,Mobile,Wallet,3PL Courier A,Fashion,Jeans,Denim Regular,CUST-131,2,88.16,0.0,176.32,176.32,105.79,2.75,67.78,67.78,No,0,0.0
ECM-20250124-01360,2025-01-24,2025-01-30,2025-01,202501,United Kingdom,UK,Birmingham,Web,Facebook Ads,Clearance,Mobile,Credit Card,3PL Courier A,Electronics,Headphones,AirBeats Lite,CUST-957,2,841.45,0.0,1682.9,1682.9,1379.98,18.69,284.23,284.23,No,0,0.0
ECM-20240717-01361,2024-07-17,2024-07-24,2024-07,202407,Pakistan,South,Islamabad,Web,Direct,Clearance,Desktop,Credit Card,Own Warehouse,Electronics,Headphones,AirBeats Lite,CUST-1042,1,517.44,0.05,517.44,491.57,424.3,13.8,53.47,53.47,No,0,0.0
ECM-20250420-01362,2025-04-20,2025-04-25,2025-04,202504,United Arab Emirates,UAE,Sharjah,Mobile App,Google Ads,Ramadan Offer,Desktop,COD,Own Warehouse,Fashion,T-Shirts,Logo Tee,CUST-114,1,56.51,0.0,56.51,56.51,33.91,1.52,21.08,21.08,No,0,0.0
ECM-20240520-01363,2024-05-20,2024-05-23,2024-05,202405,Pakistan,East,Karachi,Mobile App,Direct,Ramadan Offer,Desktop,COD,3PL Courier A,Books,Fiction,Desert Stars,CUST-665,1,23.47,0.05,23.47,22.3,15.26,0.11,6.93,6.93,No,0,0.0
ECM-20250524-01364,2025-05-24,2025-05-29,2025-05,202505,Pakistan,North,Karachi,Web,Email,Clearance,Desktop,Debit Card,Own Warehouse,Fashion,Sneakers,RunnerOne,CUST-343,1,107.51,0.0,107.51,10.75,64.51,1.54,41.46,-6.92,Yes,1,96.76
ECM-20240629-01365,2024-06-29,2024-07-04,2024-06,202406,Saudi Arabia,KSA,Jeddah,Web,Organic Search,New Arrivals,Desktop,COD,3PL Courier B,Fashion,Jeans,Denim Slim,CUST-1041,2,26.8,0.05,53.6,50.92,32.16,2.44,16.32,16.32,No,0,0.0
ECM-20240215-01366,2024-02-15,2024-02-21,2024-02,202402,United States,USA,New York,Web,Email,Back to School,Mobile,Debit Card,3PL Courier B,Books,Comics,CityGuard,CUST-111,1,59.95,0.1,59.95,53.96,38.97,1.01,13.98,13.98,No,0,0.0
ECM-20240731-01367,2024-07-31,2024-08-04,2024-07,202407,United Arab Emirates,UAE,Sharjah,Mobile App,Direct,Summer Mega,Mobile,COD,Own Warehouse,Beauty,Skincare,HydraGel,CUST-911,4,159.3,0.1,637.2,315.41,350.46,14.35,208.67,79.63,Yes,2,258.07
ECM-20240405-01368,2024-04-05,2024-04-11,2024-04,202404,Pakistan,East,Hyderabad,Web,Google Ads,Clearance,Mobile,Credit Card,Own Warehouse,Electronics,Headphones,AirBeats Lite,CUST-480,2,395.2,0.15,790.4,671.84,648.13,10.72,12.99,12.99,No,0,0.0
ECM-20240203-01369,2024-02-03,2024-02-04,2024-02,202402,United Arab Emirates,UAE,Dubai,Marketplace,Google Ads,Summer Mega,Mobile,COD,Own Warehouse,Beauty,Fragrance,Citrus Bloom,CUST-1091,2,94.02,0.0,188.04,188.04,103.42,0.09,84.53,84.53,No,0,0.0
ECM-20250312-01370,2025-03-12,2025-03-16,2025-03,202503,United States,USA,Chicago,Mobile App,Email,Spring Sale,Desktop,COD,3PL Courier A,Fashion,T-Shirts,Athletic Fit Tee,CUST-857,2,46.57,0.2,93.14,74.51,55.88,3.56,15.07,15.07,No,0,0.0
ECM-20240820-01371,2024-08-20,2024-08-26,2024-08,202408,United Kingdom,UK,Manchester,Marketplace,Direct,Ramadan Offer,Mobile,Debit Card,3PL Courier A,Home & Kitchen,Cookware,Steel Pot Set,CUST-682,1,213.72,0.0,213.72,213.72,149.6,6.24,57.88,57.88,No,0,0.0
ECM-20250702-01372,2025-07-02,2025-07-05,2025-07,202507,United Arab Emirates,UAE,Dubai,Web,Google Ads,Clearance,Mobile,COD,3PL Courier B,Home & Kitchen,Blender,KitchenPulse 2,CUST-749,2,322.51,0.0,645.02,645.02,451.51,19.6,173.91,173.91,No,0,0.0
ECM-20250222-01373,2025-02-22,2025-02-26,2025-02,202502,United Kingdom,UK,Leeds,Marketplace,Referral,Clearance,Mobile,Credit Card,3PL Courier A,Electronics,Headphones,AirBeats Lite,CUST-26,2,441.23,0.25,882.46,661.85,723.62,1.8,-63.57,-63.57,No,0,0.0
ECM-20241014-01374,2024-10-14,2024-10-19,2024-10,202410,Saudi Arabia,KSA,Riyadh,Web,Organic Search,Back to School,Mobile,Debit Card,3PL Courier A,Fashion,Sneakers,StreetFlex,CUST-1197,3,49.05,0.0,147.15,147.15,88.29,5.63,53.23,53.23,No,0,0.0
ECM-20240528-01375,2024-05-28,2024-06-02,2024-05,202405,United States,USA,San Francisco,Web,Organic Search,Back to School,Mobile,COD,3PL Courier B,Home & Kitchen,Cookware,ChefPan 28cm,CUST-568,3,257.19,0.25,771.57,578.68,540.1,17.34,21.24,21.24,No,0,0.0
ECM-20240707-01376,2024-07-07,2024-07-14,2024-07,202407,United States,USA,Austin,Mobile App,Email,Back to School,Desktop,Credit Card,3PL Courier B,Books,Non-fiction,Money Sense,CUST-143,1,44.8,0.0,44.8,44.8,29.12,0.81,14.87,14.87,No,0,0.0
ECM-20250106-01377,2025-01-06,2025-01-12,2025-01,202501,United States,USA,Austin,Mobile App,Organic Search,Spring Sale,Desktop,Credit Card,3PL Courier A,Beauty,Fragrance,Aqua Mist,CUST-1281,4,87.24,0.0,348.96,348.96,191.93,10.84,146.19,146.19,No,0,0.0
ECM-20250109-01378,2025-01-09,2025-01-16,2025-01,202501,United Kingdom,UK,Leeds,Mobile App,Organic Search,Clearance,Mobile,COD,Own Warehouse,Electronics,Phones,Pixelon 12,CUST-419,2,1485.44,0.2,2970.88,2376.7,2436.12,3.06,-62.48,-62.48,No,0,0.0
ECM-20240404-01379,2024-04-04,2024-04-09,2024-04,202404,Saudi Arabia,KSA,Jeddah,Web,Facebook Ads,Clearance,Desktop,COD,3PL Courier B,Home & Kitchen,Vacuum,RoboVac Mini,CUST-1338,2,249.29,0.2,498.58,398.86,349.01,16.96,32.89,32.89,No,0,0.0
ECM-20241106-01380,2024-11-06,2024-11-12,2024-11,202411,Pakistan,East,Peshawar,Marketplace,Organic Search,Ramadan Offer,Mobile,Credit Card,Own Warehouse,Beauty,Skincare,HydraGel,CUST-1277,1,146.92,0.05,146.92,139.57,80.81,5.74,53.02,53.02,No,0,0.0
ECM-20250316-01381,2025-03-16,2025-03-17,2025-03,202503,United Arab Emirates,UAE,Abu Dhabi,Web,Organic Search,Spring Sale,Mobile,Credit Card,3PL Courier B,Fashion,Jeans,Denim Stretch,CUST-744,4,38.46,0.1,153.84,138.46,92.3,5.79,40.37,40.37,No,0,0.0
ECM-20240224-01382,2024-02-24,2024-03-02,2024-02,202402,Pakistan,North,Islamabad,Mobile App,Facebook Ads,Back to School,Mobile,COD,Own Warehouse,Electronics,Phones,Pixelon 12,CUST-554,1,845.29,0.2,845.29,676.23,693.14,6.31,-23.22,-23.22,No,0,0.0
ECM-20240518-01383,2024-05-18,2024-05-22,2024-05,202405,United Kingdom,UK,Birmingham,Mobile App,Organic Search,Summer Mega,Desktop,Wallet,Own Warehouse,Home & Kitchen,Cookware,ChefPan 28cm,CUST-1066,3,181.22,0.25,543.66,407.75,380.56,15.36,11.83,11.83,No,0,0.0
ECM-20240515-01384,2024-05-15,2024-05-22,2024-05,202405,Pakistan,South,Peshawar,Web,Organic Search,New Arrivals,Mobile,Credit Card,3PL Courier A,Fashion,Sneakers,CourtPro,CUST-1035,1,43.84,0.25,43.84,32.88,26.3,1.85,4.73,4.73,No,0,0.0
ECM-20241124-01385,2024-11-24,2024-11-26,2024-11,202411,Saudi Arabia,KSA,Jeddah,Mobile App,Direct,Summer Mega,Mobile,Credit Card,3PL Courier B,Home & Kitchen,Vacuum,CleanJet V8,CUST-517,1,116.28,0.05,116.28,110.47,81.4,0.92,28.15,28.15,No,0,0.0
ECM-20240208-01386,2024-02-08,2024-02-10,2024-02,202402,United Kingdom,UK,London,Mobile App,Google Ads,Ramadan Offer,Desktop,Debit Card,Own Warehouse,Home & Kitchen,Cookware,ChefPan 28cm,CUST-576,1,82.35,0.0,82.35,82.35,57.64,1.11,23.6,23.6,No,0,0.0
ECM-20250119-01387,2025-01-19,2025-01-22,2025-01,202501,United States,USA,Austin,Mobile App,Email,Summer Mega,Desktop,COD,3PL Courier B,Home & Kitchen,Vacuum,CleanJet V8,CUST-628,2,118.82,0.0,237.64,237.64,166.35,0.73,70.56,70.56,No,0,0.0
ECM-20250228-01388,2025-02-28,2025-03-05,2025-02,202502,Pakistan,East,Lahore,Web,Organic Search,Summer Mega,Desktop,COD,Own Warehouse,Beauty,Fragrance,Aqua Mist,CUST-318,4,94.69,0.1,378.76,340.88,208.32,2.96,129.6,129.6,No,0,0.0
ECM-20250314-01389,2025-03-14,2025-03-21,2025-03,202503,United States,USA,San Francisco,Marketplace,Email,New Arrivals,Mobile,Debit Card,3PL Courier A,Books,Non-fiction,World Brief,CUST-436,4,52.77,0.1,211.08,189.97,137.2,6.76,46.01,46.01,No,0,0.0
ECM-20250602-01390,2025-06-02,2025-06-07,2025-06,202506,Pakistan,North,Multan,Mobile App,Google Ads,New Arrivals,Mobile,COD,3PL Courier A,Beauty,Skincare,HydraGel,CUST-119,1,37.28,0.3,37.28,26.1,20.5,0.61,4.99,4.99,No,0,0.0
ECM-20240725-01391,2024-07-25,2024-07-31,2024-07,202407,Pakistan,South,Islamabad,Web,Organic Search,Summer Mega,Desktop,Credit Card,3PL Courier A,Fashion,T-Shirts,Athletic Fit Tee,CUST-990,2,194.64,0.15,389.28,330.89,233.57,8.14,89.18,89.18,No,0,0.0
ECM-20250121-01392,2025-01-21,2025-01-26,2025-01,202501,United States,USA,New York,Web,Google Ads,Spring Sale,Mobile,COD,3PL Courier B,Books,Comics,ShadowHero,CUST-1173,1,39.14,0.0,39.14,39.14,25.44,0.07,13.63,13.63,No,0,0.0
ECM-20250114-01393,2025-01-14,2025-01-19,2025-01,202501,United Arab Emirates,UAE,Abu Dhabi,Web,Organic Search,Spring Sale,Desktop,Credit Card,3PL Courier B,Books,Non-fiction,Habits Daily,CUST-1053,1,33.04,0.15,33.04,28.08,21.48,2.31,4.29,4.29,No,0,0.0
ECM-20241216-01394,2024-12-16,2024-12-21,2024-12,202412,Pakistan,South,Karachi,Web,Organic Search,Back to School,Desktop,Wallet,3PL Courier B,Fashion,T-Shirts,Athletic Fit Tee,CUST-689,1,66.44,0.25,66.44,49.83,39.86,2.42,7.55,7.55,No,0,0.0
ECM-20240304-01395,2024-03-04,2024-03-05,2024-03,202403,Saudi Arabia,KSA,Jeddah,Mobile App,Email,Ramadan Offer,Desktop,COD,Own Warehouse,Beauty,Makeup,Silk Foundation,CUST-38,2,162.36,0.2,324.72,259.78,178.6,2.17,79.01,79.01,No,0,0.0
ECM-20250211-01396,2025-02-11,2025-02-18,2025-02,202502,United Kingdom,UK,Leeds,Web,Email,Clearance,Mobile,COD,3PL Courier A,Fashion,Jeans,Denim Regular,CUST-340,2,58.4,0.05,116.8,110.96,70.08,1.34,39.54,39.54,No,0,0.0
ECM-20240801-01397,2024-08-01,2024-08-07,2024-08,202408,United States,USA,Austin,Web,Organic Search,Spring Sale,Desktop,COD,Own Warehouse,Home & Kitchen,Cookware,Steel Pot Set,CUST-230,2,364.29,0.0,728.58,728.58,510.01,14.3,204.27,204.27,No,0,0.0
ECM-20250620-01398,2025-06-20,2025-06-25,2025-06,202506,Saudi Arabia,KSA,Jeddah,Web,Google Ads,Spring Sale,Desktop,Debit Card,3PL Courier A,Beauty,Makeup,Glow Highlighter,CUST-365,2,18.24,0.3,36.48,25.54,20.06,1.58,3.9,3.9,No,0,0.0
ECM-20240125-01399,2024-01-25,2024-01-30,2024-01,202401,United States,USA,New York,Web,Direct,Summer Mega,Desktop,COD,3PL Courier B,Beauty,Skincare,Vitamin C Serum,CUST-1062,2,34.14,0.0,68.28,68.28,37.55,0.83,29.9,29.9,No,0,0.0
ECM-20250529-01400,2025-05-29,2025-05-31,2025-05,202505,Saudi Arabia,KSA,Dammam,Mobile App,Organic Search,Spring Sale,Desktop,Credit Card,3PL Courier B,Fashion,Sneakers,CourtPro,CUST-1437,4,31.22,0.05,124.88,118.64,74.93,1.77,41.94,41.94,No,0,0.0
ECM-20250301-01401,2025-03-01,2025-03-06,2025-03,202503,United States,USA,Austin,Web,Organic Search,Clearance,Desktop,COD,Own Warehouse,Home & Kitchen,Cookware,Nonstick Duo,CUST-974,1,157.38,0.25,157.38,118.03,110.17,4.15,3.71,3.71,No,0,0.0
ECM-20250104-01402,2025-01-04,2025-01-08,2025-01,202501,United States,USA,Chicago,Mobile App,Email,Back to School,Desktop,Wallet,3PL Courier A,Fashion,Jeans,Denim Stretch,CUST-334,2,81.82,0.0,163.64,163.64,98.18,5.13,60.33,60.33,No,0,0.0
ECM-20250504-01403,2025-05-04,2025-05-07,2025-05,202505,United Kingdom,UK,London,Web,Organic Search,Back to School,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Blender,SmoothieGo,CUST-993,4,182.67,0.15,730.68,621.08,511.48,2.45,107.15,107.15,No,0,0.0
ECM-20240507-01404,2024-05-07,2024-05-11,2024-05,202405,United Arab Emirates,UAE,Sharjah,Marketplace,Direct,Back to School,Desktop,Credit Card,Own Warehouse,Fashion,Jeans,Denim Regular,CUST-731,2,138.62,0.05,277.24,263.38,166.34,4.62,92.42,92.42,No,0,0.0
ECM-20240223-01405,2024-02-23,2024-02-27,2024-02,202402,United Arab Emirates,UAE,Sharjah,Web,Organic Search,New Arrivals,Mobile,Credit Card,3PL Courier B,Beauty,Skincare,HydraGel,CUST-1220,1,46.31,0.05,46.31,43.99,25.47,2.02,16.5,16.5,No,0,0.0
ECM-20241015-01406,2024-10-15,2024-10-18,2024-10,202410,United States,USA,Chicago,Web,Organic Search,Clearance,Mobile,Credit Card,Own Warehouse,Fashion,T-Shirts,Classic Tee,CUST-98,2,48.02,0.1,96.04,86.44,57.62,3.82,25.0,25.0,No,0,0.0
ECM-20240828-01407,2024-08-28,2024-09-02,2024-08,202408,Pakistan,South,Multan,Web,Facebook Ads,Ramadan Offer,Mobile,COD,3PL Courier A,Home & Kitchen,Cookware,Steel Pot Set,CUST-708,4,54.31,0.05,217.24,206.38,152.07,2.7,51.61,51.61,No,0,0.0
ECM-20250714-01408,2025-07-14,2025-07-20,2025-07,202507,United States,USA,New York,Mobile App,Direct,Spring Sale,Desktop,Credit Card,3PL Courier B,Books,Non-fiction,Money Sense,CUST-11,3,55.42,0.0,166.26,166.26,108.07,0.42,57.77,57.77,No,0,0.0
ECM-20240621-01409,2024-06-21,2024-06-24,2024-06,202406,Pakistan,East,Faisalabad,Mobile App,Organic Search,Spring Sale,Desktop,Credit Card,3PL Courier A,Electronics,Headphones,AirBeats Lite,CUST-423,1,323.5,0.0,323.5,323.5,265.27,8.29,49.94,49.94,No,0,0.0
ECM-20240214-01410,2024-02-14,2024-02-20,2024-02,202402,United States,USA,Austin,Web,Google Ads,Back to School,Mobile,COD,Own Warehouse,Fashion,Jeans,Denim Slim,CUST-1459,4,160.98,0.1,643.92,579.53,386.35,3.22,189.96,189.96,No,0,0.0
ECM-20240224-01411,2024-02-24,2024-03-01,2024-02,202402,Pakistan,South,Islamabad,Web,Facebook Ads,New Arrivals,Desktop,COD,3PL Courier A,Electronics,Headphones,QuietTime 500,CUST-458,1,1432.97,0.3,1432.97,1003.08,1175.04,11.3,-183.26,-183.26,No,0,0.0
ECM-20241128-01412,2024-11-28,2024-12-05,2024-11,202411,United States,USA,New York,Marketplace,Email,Ramadan Offer,Mobile,Credit Card,3PL Courier B,Beauty,Makeup,Matte Lip,CUST-1366,3,123.6,0.2,370.8,296.64,203.94,6.48,86.22,86.22,No,0,0.0
ECM-20241219-01413,2024-12-19,2024-12-23,2024-12,202412,United Arab Emirates,UAE,Sharjah,Web,Organic Search,Clearance,Mobile,Debit Card,Own Warehouse,Fashion,Jeans,Denim Slim,CUST-237,2,70.91,0.0,141.82,141.82,85.09,6.94,49.79,49.79,No,0,0.0
ECM-20240726-01414,2024-07-26,2024-07-31,2024-07,202407,United Arab Emirates,UAE,Dubai,Mobile App,Organic Search,Ramadan Offer,Mobile,COD,Own Warehouse,Fashion,Sneakers,RunnerOne,CUST-956,2,27.63,0.05,55.26,52.5,33.16,1.89,17.45,17.45,No,0,0.0
ECM-20240328-01415,2024-03-28,2024-03-30,2024-03,202403,Saudi Arabia,KSA,Jeddah,Mobile App,Referral,Summer Mega,Desktop,COD,Own Warehouse,Beauty,Makeup,Glow Highlighter,CUST-921,1,85.06,0.15,85.06,72.3,46.78,0.28,25.24,25.24,No,0,0.0
ECM-20241020-01416,2024-10-20,2024-10-25,2024-10,202410,United Kingdom,UK,Birmingham,Mobile App,Facebook Ads,Ramadan Offer,Mobile,Credit Card,3PL Courier B,Home & Kitchen,Cookware,Nonstick Duo,CUST-877,1,390.51,0.0,390.51,390.51,273.36,13.95,103.2,103.2,No,0,0.0
ECM-20240605-01417,2024-06-05,2024-06-10,2024-06,202406,Saudi Arabia,KSA,Jeddah,Web,Organic Search,Summer Mega,Mobile,Credit Card,3PL Courier A,Home & Kitchen,Cookware,Nonstick Duo,CUST-488,1,301.12,0.0,301.12,301.12,210.78,0.85,89.49,89.49,No,0,0.0
ECM-20250730-01418,2025-07-30,2025-08-05,2025-07,202507,United States,USA,Chicago,Web,Organic Search,Back to School,Mobile,COD,3PL Courier A,Electronics,Phones,Nova X,CUST-1432,3,1208.17,0.05,3624.51,3443.28,2972.1,8.39,462.79,462.79,No,0,0.0
ECM-20250121-01419,2025-01-21,2025-01-23,2025-01,202501,United Arab Emirates,UAE,Abu Dhabi,Web,Facebook Ads,Summer Mega,Mobile,Credit Card,3PL Courier B,Books,Fiction,Winds of Fate,CUST-483,2,42.34,0.15,84.68,71.98,55.04,3.16,13.78,13.78,No,0,0.0
ECM-20240124-01420,2024-01-24,2024-01-29,2024-01,202401,Saudi Arabia,KSA,Riyadh,Mobile App,Organic Search,Back to School,Mobile,Credit Card,3PL Courier A,Fashion,Jeans,Denim Stretch,CUST-311,2,114.15,0.0,228.3,228.3,136.98,9.84,81.48,81.48,No,0,0.0
ECM-20241026-01421,2024-10-26,2024-10-27,2024-10,202410,United States,USA,Chicago,Mobile App,Organic Search,Spring Sale,Mobile,Debit Card,3PL Courier A,Beauty,Fragrance,Oud Royale,CUST-780,1,73.96,0.25,73.96,55.47,40.68,1.1,13.69,13.69,No,0,0.0
ECM-20241007-01422,2024-10-07,2024-10-08,2024-10,202410,Pakistan,West,Karachi,Marketplace,Facebook Ads,Clearance,Desktop,Credit Card,3PL Courier B,Electronics,Headphones,QuietTime 500,CUST-802,3,1115.74,0.15,3347.22,2845.14,2744.72,9.85,90.57,90.57,No,0,0.0
ECM-20250424-01423,2025-04-24,2025-04-28,2025-04,202504,United Kingdom,UK,Manchester,Marketplace,Facebook Ads,Ramadan Offer,Mobile,COD,3PL Courier A,Home & Kitchen,Blender,SmoothieGo,CUST-1306,1,276.34,0.05,276.34,262.52,193.44,11.43,57.65,57.65,No,0,0.0
ECM-20250715-01424,2025-07-15,2025-07-16,2025-07,202507,United Arab Emirates,UAE,Sharjah,Web,Organic Search,Ramadan Offer,Desktop,COD,3PL Courier B,Electronics,Phones,Galaxy Z Lite,CUST-227,4,664.57,0.0,2658.28,2658.28,2179.79,4.84,473.65,473.65,No,0,0.0
ECM-20250123-01425,2025-01-23,2025-01-27,2025-01,202501,Pakistan,South,Peshawar,Mobile App,Facebook Ads,Summer Mega,Desktop,COD,3PL Courier B,Books,Fiction,Echoes,CUST-901,1,56.33,0.05,56.33,53.51,36.61,2.6,14.3,14.3,No,0,0.0
ECM-20250709-01426,2025-07-09,2025-07-13,2025-07,202507,United Kingdom,UK,Leeds,Mobile App,Facebook Ads,New Arrivals,Mobile,Wallet,Own Warehouse,Electronics,Smartwatch,FitPulse 3,CUST-1461,4,342.53,0.0,1370.12,1370.12,1123.5,14.39,232.23,232.23,No,0,0.0
ECM-20240214-01427,2024-02-14,2024-02-17,2024-02,202402,United Arab Emirates,UAE,Sharjah,Marketplace,Organic Search,Ramadan Offer,Mobile,Wallet,3PL Courier A,Books,Fiction,Winds of Fate,CUST-509,1,5.03,0.05,5.03,4.78,3.27,0.77,0.74,0.74,No,0,0.0
ECM-20250701-01428,2025-07-01,2025-07-05,2025-07,202507,Saudi Arabia,KSA,Riyadh,Web,Facebook Ads,Spring Sale,Mobile,Wallet,Own Warehouse,Home & Kitchen,Cookware,Steel Pot Set,CUST-173,3,340.3,0.0,1020.9,1020.9,714.63,13.02,293.25,293.25,No,0,0.0
ECM-20240921-01429,2024-09-21,2024-09-24,2024-09,202409,United Kingdom,UK,Leeds,Mobile App,Google Ads,Summer Mega,Mobile,COD,3PL Courier A,Beauty,Makeup,Glow Highlighter,CUST-911,1,31.38,0.15,31.38,26.67,17.26,1.11,8.3,8.3,No,0,0.0
ECM-20250612-01430,2025-06-12,2025-06-18,2025-06,202506,Saudi Arabia,KSA,Riyadh,Web,Organic Search,New Arrivals,Desktop,Debit Card,3PL Courier A,Home & Kitchen,Vacuum,CleanJet V8,CUST-799,1,210.64,0.1,210.64,189.58,147.45,1.25,40.88,40.88,No,0,0.0
ECM-20240618-01431,2024-06-18,2024-06-25,2024-06,202406,Saudi Arabia,KSA,Jeddah,Mobile App,Direct,Ramadan Offer,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Vacuum,DustAway S9,CUST-1136,3,251.4,0.0,754.2,301.68,527.94,10.21,216.05,-10.21,Yes,2,452.52
ECM-20250512-01432,2025-05-12,2025-05-19,2025-05,202505,United States,USA,New York,Mobile App,Direct,Spring Sale,Desktop,COD,3PL Courier B,Beauty,Fragrance,Oud Royale,CUST-679,1,13.55,0.0,13.55,13.55,7.45,1.91,4.19,4.19,No,0,0.0
ECM-20250227-01433,2025-02-27,2025-03-06,2025-02,202502,United States,USA,San Francisco,Web,Organic Search,Summer Mega,Mobile,Credit Card,3PL Courier A,Beauty,Fragrance,Aqua Mist,CUST-1035,1,146.16,0.0,146.16,146.16,80.39,1.69,64.08,64.08,No,0,0.0
ECM-20241210-01434,2024-12-10,2024-12-12,2024-12,202412,United States,USA,Austin,Web,Direct,New Arrivals,Mobile,Debit Card,3PL Courier A,Books,Comics,CityGuard,CUST-1121,1,9.2,0.15,9.2,7.82,5.98,0.94,0.9,0.9,No,0,0.0
ECM-20240414-01435,2024-04-14,2024-04-19,2024-04,202404,United States,USA,New York,Web,Facebook Ads,Clearance,Desktop,Credit Card,3PL Courier A,Beauty,Fragrance,Citrus Bloom,CUST-965,2,153.55,0.0,307.1,307.1,168.91,10.82,127.37,127.37,No,0,0.0
